transaction_id,card_id,merchant_id,device_id,ip_address,amount,timestamp,is_fraud
tx_620,card_68,merchant_34,device_46,10.0.0.44,65.95,2025-01-08T19:37:00,1
tx_621,card_9,merchant_4,device_11,10.0.0.8,38.46,2025-01-21T08:52:00,0
tx_622,card_46,merchant_7,device_18,10.0.0.47,61.07,2025-01-05T14:01:00,0
tx_623,card_44,merchant_20,device_48,10.0.0.40,34.51,2025-01-30T06:51:00,0
tx_624,card_66,merchant_38,device_27,10.0.0.24,22.96,2025-01-27T01:04:00,1
tx_625,card_10,merchant_23,device_27,10.0.0.50,8.91,2025-01-10T08:13:00,0
tx_626,card_34,merchant_38,device_53,10.0.0.43,38.58,2025-01-01T11:30:00,1
tx_627,card_34,merchant_46,device_3,10.0.0.65,11.68,2025-01-22T20:46:00,1
tx_628,card_71,merchant_25,device_49,10.0.0.92,63.0,2025-01-21T13:49:00,0
tx_629,card_2,merchant_37,device_30,10.0.0.99,14.16,2025-01-03T18:46:00,0
tx_630,card_68,merchant_34,device_46,10.0.0.22,31.67,2025-01-30T07:27:00,0
tx_631,card_28,merchant_39,device_7,10.0.0.4,18.01,2025-01-27T21:33:00,0
tx_632,card_72,merchant_30,device_11,10.0.0.8,73.28,2025-01-16T12:52:00,0
tx_633,card_64,merchant_10,device_26,10.0.0.17,7.45,2025-01-18T16:17:00,0
tx_634,card_14,merchant_49,device_19,10.0.0.35,55.78,2025-01-06T09:19:00,0
tx_635,card_27,merchant_0,device_37,10.0.0.2,27.55,2025-01-16T14:39:00,0
tx_636,card_35,merchant_46,device_48,10.0.0.78,93.32,2025-01-28T04:28:00,0
tx_637,card_44,merchant_34,device_3,10.0.0.81,117.34,2025-01-07T01:07:00,0
tx_638,card_18,merchant_46,device_56,10.0.0.10,80.27,2025-01-01T19:29:00,0
tx_639,card_45,merchant_46,device_16,10.0.0.76,30.62,2025-01-01T12:52:00,0
tx_640,card_9,merchant_4,device_14,10.0.0.53,29.4,2025-01-22T21:45:00,0
tx_641,card_35,merchant_41,device_33,10.0.0.18,22.12,2025-01-15T18:40:00,0
tx_642,card_71,merchant_42,device_57,10.0.0.51,86.3,2025-01-10T09:59:00,0
tx_643,card_74,merchant_32,device_53,10.0.0.97,55.01,2025-01-24T09:58:00,0
tx_644,card_7,merchant_38,device_45,10.0.0.13,12.31,2025-01-29T04:59:00,1
tx_645,card_11,merchant_47,device_32,10.0.0.13,25.34,2025-01-24T07:02:00,1
tx_646,card_53,merchant_25,device_4,10.0.0.12,22.48,2025-01-25T17:20:00,1
tx_647,card_57,merchant_26,device_12,10.0.0.12,9.96,2025-01-23T19:24:00,0
tx_648,card_48,merchant_9,device_26,10.0.0.75,18.88,2025-01-24T08:44:00,0
tx_649,card_61,merchant_39,device_32,10.0.0.11,30.18,2025-01-12T03:29:00,0
tx_650,card_63,merchant_10,device_17,10.0.0.76,30.77,2025-01-29T05:56:00,1
tx_651,card_62,merchant_46,device_0,10.0.0.28,20.5,2025-01-01T01:36:00,0
tx_652,card_19,merchant_11,device_21,10.0.0.59,32.51,2025-01-05T06:37:00,0
tx_653,card_58,merchant_25,device_46,10.0.0.22,108.4,2025-01-01T04:04:00,1
tx_654,card_45,merchant_19,device_14,10.0.0.30,21.55,2025-01-09T21:23:00,0
tx_655,card_54,merchant_45,device_33,10.0.0.10,21.34,2025-01-09T12:59:00,0
tx_656,card_66,merchant_0,device_27,10.0.0.24,26.06,2025-01-08T01:38:00,1
tx_657,card_77,merchant_25,device_18,10.0.0.33,23.25,2025-01-11T17:56:00,1
tx_658,card_26,merchant_33,device_10,10.0.0.86,6.49,2025-01-05T12:56:00,0
tx_659,card_58,merchant_43,device_53,10.0.0.44,19.83,2025-01-20T10:29:00,1
tx_660,card_71,merchant_11,device_38,10.0.0.82,27.31,2025-01-27T01:28:00,0
tx_661,card_63,merchant_49,device_17,10.0.0.65,49.68,2025-01-23T23:05:00,1
tx_662,card_42,merchant_43,device_51,10.0.0.21,73.45,2025-01-30T21:12:00,0
tx_663,card_1,merchant_24,device_13,10.0.0.85,21.65,2025-01-24T03:31:00,1
tx_664,card_49,merchant_0,device_7,10.0.0.45,28.29,2025-01-12T22:10:00,0
tx_665,card_60,merchant_29,device_46,10.0.0.51,81.44,2025-01-07T20:48:00,0
tx_666,card_24,merchant_43,device_17,10.0.0.61,37.26,2025-01-23T21:29:00,0
tx_667,card_74,merchant_42,device_24,10.0.0.73,18.41,2025-01-26T04:45:00,0
tx_668,card_18,merchant_33,device_46,10.0.0.63,28.87,2025-01-10T12:19:00,0
tx_669,card_34,merchant_34,device_46,10.0.0.9,22.29,2025-01-05T05:49:00,1
tx_670,card_54,merchant_24,device_8,10.0.0.35,29.19,2025-01-04T18:53:00,0
tx_671,card_58,merchant_10,device_4,10.0.0.47,30.11,2025-01-21T11:57:00,0
tx_672,card_68,merchant_38,device_31,10.0.0.72,168.75,2025-01-30T22:11:00,0
tx_673,card_19,merchant_43,device_48,10.0.0.9,64.1,2025-01-05T19:29:00,0
tx_674,card_73,merchant_28,device_30,10.0.0.30,163.8,2025-01-14T02:39:00,0
tx_675,card_45,merchant_49,device_16,10.0.0.76,42.9,2025-01-20T21:08:00,1
tx_676,card_63,merchant_37,device_58,10.0.0.67,40.52,2025-01-21T03:51:00,0
tx_677,card_14,merchant_44,device_51,10.0.0.23,40.42,2025-01-13T02:35:00,0
tx_678,card_16,merchant_43,device_26,10.0.0.21,11.46,2025-01-06T10:54:00,0
tx_679,card_51,merchant_49,device_22,10.0.0.65,64.07,2025-01-27T20:02:00,0
tx_680,card_50,merchant_43,device_53,10.0.0.22,15.77,2025-01-25T07:09:00,0
tx_681,card_25,merchant_29,device_8,10.0.0.47,58.45,2025-01-17T11:30:00,0
tx_682,card_60,merchant_31,device_55,10.0.0.89,51.92,2025-01-27T02:21:00,0
tx_683,card_53,merchant_36,device_18,10.0.0.47,25.4,2025-01-22T02:46:00,1
tx_684,card_24,merchant_38,device_45,10.0.0.24,10.49,2025-01-04T17:16:00,1
tx_685,card_0,merchant_21,device_2,10.0.0.34,62.83,2025-01-09T04:30:00,0
tx_686,card_67,merchant_23,device_12,10.0.0.84,4.55,2025-01-24T17:54:00,0
tx_687,card_69,merchant_5,device_6,10.0.0.99,38.51,2025-01-18T05:29:00,0
tx_688,card_13,merchant_4,device_26,10.0.0.57,12.43,2025-01-12T18:02:00,0
tx_689,card_69,merchant_34,device_9,10.0.0.44,42.56,2025-01-10T04:39:00,0
tx_690,card_50,merchant_34,device_53,10.0.0.9,40.94,2025-01-03T07:50:00,0
tx_691,card_27,merchant_36,device_46,10.0.0.99,40.71,2025-01-13T15:14:00,0
tx_692,card_68,merchant_0,device_28,10.0.0.72,23.4,2025-01-08T08:05:00,0
tx_693,card_33,merchant_20,device_10,10.0.0.47,42.7,2025-01-30T09:45:00,0
tx_694,card_35,merchant_43,device_22,10.0.0.25,35.45,2025-01-05T00:24:00,0
tx_695,card_78,merchant_34,device_46,10.0.0.43,37.76,2025-01-08T09:04:00,0
tx_696,card_45,merchant_20,device_3,10.0.0.76,27.63,2025-01-16T04:45:00,1
tx_697,card_77,merchant_30,device_46,10.0.0.7,32.08,2025-01-02T18:51:00,0
tx_698,card_48,merchant_8,device_18,10.0.0.40,14.85,2025-01-28T11:36:00,0
tx_699,card_60,merchant_34,device_11,10.0.0.4,54.18,2025-01-01T12:45:00,0
tx_700,card_18,merchant_18,device_17,10.0.0.55,8.74,2025-01-03T03:32:00,0
tx_701,card_73,merchant_5,device_55,10.0.0.19,3.32,2025-01-25T10:34:00,0
tx_702,card_73,merchant_23,device_24,10.0.0.63,29.57,2025-01-30T16:23:00,0
tx_703,card_38,merchant_46,device_49,10.0.0.50,25.4,2025-01-03T13:12:00,0
tx_704,card_53,merchant_47,device_45,10.0.0.11,16.32,2025-01-29T11:50:00,1
tx_705,card_68,merchant_34,device_38,10.0.0.44,18.43,2025-01-20T13:37:00,1
tx_706,card_79,merchant_10,device_35,10.0.0.39,4.99,2025-01-30T00:12:00,0
tx_707,card_36,merchant_24,device_48,10.0.0.1,39.15,2025-01-07T23:53:00,0
tx_708,card_68,merchant_34,device_46,10.0.0.22,19.4,2025-01-13T23:20:00,1
tx_709,card_3,merchant_23,device_48,10.0.0.96,65.04,2025-01-22T21:22:00,0
tx_710,card_14,merchant_25,device_12,10.0.0.68,49.47,2025-01-01T20:43:00,0
tx_711,card_34,merchant_33,device_46,10.0.0.9,36.16,2025-01-15T04:43:00,1
tx_712,card_53,merchant_49,device_24,10.0.0.29,40.39,2025-01-13T01:33:00,0
tx_713,card_14,merchant_29,device_5,10.0.0.29,55.04,2025-01-21T06:57:00,0
tx_714,card_63,merchant_46,device_16,10.0.0.76,23.34,2025-01-20T09:38:00,0
tx_715,card_21,merchant_13,device_23,10.0.0.0,26.86,2025-01-10T01:03:00,0
tx_716,card_2,merchant_10,device_22,10.0.0.73,17.34,2025-01-04T21:17:00,0
tx_717,card_75,merchant_34,device_37,10.0.0.61,28.36,2025-01-01T16:44:00,0
tx_718,card_74,merchant_38,device_51,10.0.0.66,8.81,2025-01-07T03:37:00,0
tx_719,card_35,merchant_17,device_26,10.0.0.52,33.71,2025-01-08T08:03:00,0
tx_720,card_63,merchant_11,device_34,10.0.0.68,37.0,2025-01-28T18:42:00,0
tx_721,card_47,merchant_17,device_20,10.0.0.70,91.89,2025-01-26T19:05:00,0
tx_722,card_51,merchant_49,device_19,10.0.0.22,25.38,2025-01-21T08:53:00,0
tx_723,card_55,merchant_2,device_13,10.0.0.98,70.75,2025-01-16T04:35:00,0
tx_724,card_71,merchant_8,device_53,10.0.0.87,30.21,2025-01-16T09:02:00,0
tx_725,card_9,merchant_22,device_13,10.0.0.79,66.61,2025-01-04T14:48:00,0
tx_726,card_5,merchant_40,device_22,10.0.0.74,22.24,2025-01-30T16:45:00,0
tx_727,card_77,merchant_36,device_21,10.0.0.12,11.82,2025-01-20T16:32:00,1
tx_728,card_38,merchant_18,device_17,10.0.0.52,29.6,2025-01-23T17:33:00,0
tx_729,card_51,merchant_7,device_46,10.0.0.36,44.99,2025-01-12T23:02:00,0
tx_730,card_50,merchant_20,device_17,10.0.0.97,19.01,2025-01-15T05:16:00,0
tx_731,card_62,merchant_32,device_41,10.0.0.58,14.0,2025-01-07T20:01:00,0
tx_732,card_50,merchant_20,device_16,10.0.0.40,39.75,2025-01-08T06:56:00,0
tx_733,card_68,merchant_33,device_53,10.0.0.44,56.35,2025-01-08T01:40:00,1
tx_734,card_61,merchant_9,device_27,10.0.0.24,8.73,2025-01-03T02:58:00,0
tx_735,card_4,merchant_23,device_30,10.0.0.20,25.63,2025-01-24T01:01:00,0
tx_736,card_17,merchant_39,device_9,10.0.0.24,15.96,2025-01-10T05:11:00,0
tx_737,card_20,merchant_5,device_27,10.0.0.0,11.63,2025-01-20T20:20:00,0
tx_738,card_47,merchant_39,device_32,10.0.0.11,13.88,2025-01-16T14:38:00,1
tx_739,card_53,merchant_31,device_9,10.0.0.93,35.1,2025-01-02T07:34:00,0
tx_740,card_65,merchant_20,device_12,10.0.0.23,13.85,2025-01-23T15:35:00,0
tx_741,card_15,merchant_42,device_30,10.0.0.78,21.93,2025-01-15T14:25:00,0
tx_742,card_42,merchant_43,device_28,10.0.0.62,71.41,2025-01-13T21:02:00,0
tx_743,card_25,merchant_25,device_1,10.0.0.11,38.47,2025-01-01T05:22:00,1
tx_744,card_18,merchant_9,device_22,10.0.0.89,36.48,2025-01-04T20:46:00,0
tx_745,card_50,merchant_25,device_38,10.0.0.43,65.75,2025-01-25T07:11:00,0
tx_746,card_6,merchant_49,device_16,10.0.0.76,100.69,2025-01-17T04:15:00,1
tx_747,card_65,merchant_2,device_32,10.0.0.70,15.37,2025-01-17T11:44:00,0
tx_748,card_45,merchant_20,device_54,10.0.0.76,79.01,2025-01-28T15:47:00,1
tx_749,card_19,merchant_25,device_22,10.0.0.29,28.38,2025-01-18T22:14:00,0
tx_750,card_63,merchant_20,device_3,10.0.0.76,15.91,2025-01-13T10:16:00,0
tx_751,card_46,merchant_17,device_3,10.0.0.85,22.5,2025-01-28T23:48:00,0
tx_752,card_66,merchant_14,device_49,10.0.0.41,59.88,2025-01-04T12:15:00,0
tx_753,card_79,merchant_0,device_41,10.0.0.90,18.2,2025-01-20T07:17:00,0
tx_754,card_54,merchant_1,device_52,10.0.0.61,40.19,2025-01-25T16:10:00,0
tx_755,card_23,merchant_34,device_50,10.0.0.34,20.19,2025-01-06T03:39:00,0
tx_756,card_58,merchant_25,device_38,10.0.0.22,16.04,2025-01-24T00:01:00,1
tx_757,card_8,merchant_21,device_15,10.0.0.55,9.84,2025-01-04T17:03:00,0
tx_758,card_17,merchant_25,device_58,10.0.0.18,11.16,2025-01-09T23:44:00,0
tx_759,card_77,merchant_25,device_31,10.0.0.5,20.96,2025-01-22T09:34:00,0
tx_760,card_49,merchant_28,device_19,10.0.0.74,22.23,2025-01-28T21:11:00,0
tx_761,card_46,merchant_44,device_46,10.0.0.27,67.58,2025-01-20T12:36:00,0
tx_762,card_78,merchant_35,device_38,10.0.0.43,17.46,2025-01-30T08:17:00,1
tx_763,card_79,merchant_25,device_7,10.0.0.86,6.76,2025-01-13T10:52:00,0
tx_764,card_19,merchant_6,device_52,10.0.0.33,61.17,2025-01-29T07:13:00,0
tx_765,card_58,merchant_35,device_53,10.0.0.44,24.76,2025-01-14T09:04:00,1
tx_766,card_52,merchant_29,device_0,10.0.0.24,25.72,2025-01-21T05:12:00,0
tx_767,card_36,merchant_44,device_18,10.0.0.57,70.38,2025-01-05T23:07:00,0
tx_768,card_53,merchant_5,device_58,10.0.0.67,40.08,2025-01-14T06:59:00,0
tx_769,card_55,merchant_8,device_50,10.0.0.17,32.13,2025-01-30T12:08:00,0
tx_770,card_4,merchant_7,device_4,10.0.0.74,124.12,2025-01-03T04:41:00,0
tx_771,card_25,merchant_20,device_34,10.0.0.44,25.11,2025-01-03T02:37:00,0
tx_772,card_78,merchant_33,device_46,10.0.0.44,62.16,2025-01-29T01:34:00,1
tx_773,card_78,merchant_25,device_53,10.0.0.44,45.89,2025-01-10T19:53:00,0
tx_774,card_32,merchant_29,device_37,10.0.0.72,52.58,2025-01-06T12:34:00,0
tx_775,card_45,merchant_46,device_48,10.0.0.97,28.27,2025-01-08T20:08:00,1
tx_776,card_60,merchant_47,device_32,10.0.0.13,15.55,2025-01-15T09:05:00,1
tx_777,card_46,merchant_43,device_59,10.0.0.60,40.02,2025-01-30T16:50:00,0
tx_778,card_52,merchant_20,device_9,10.0.0.87,63.77,2025-01-27T13:40:00,0
tx_779,card_10,merchant_45,device_8,10.0.0.49,12.03,2025-01-26T13:31:00,0
tx_780,card_68,merchant_49,device_45,10.0.0.91,19.05,2025-01-18T07:41:00,0
tx_781,card_26,merchant_15,device_58,10.0.0.98,92.89,2025-01-06T08:23:00,0
tx_782,card_62,merchant_42,device_18,10.0.0.50,142.92,2025-01-19T06:05:00,0
tx_783,card_75,merchant_38,device_59,10.0.0.58,26.26,2025-01-26T00:11:00,0
tx_784,card_7,merchant_3,device_36,10.0.0.75,28.73,2025-01-22T18:41:00,1
tx_785,card_46,merchant_14,device_57,10.0.0.18,29.93,2025-01-09T13:19:00,0
tx_786,card_51,merchant_6,device_23,10.0.0.54,80.55,2025-01-02T04:49:00,0
tx_787,card_6,merchant_49,device_16,10.0.0.65,21.44,2025-01-02T05:37:00,1
tx_788,card_61,merchant_21,device_8,10.0.0.34,14.87,2025-01-14T09:51:00,0
tx_789,card_12,merchant_14,device_46,10.0.0.33,43.65,2025-01-21T20:26:00,0
tx_790,card_55,merchant_2,device_36,10.0.0.86,57.28,2025-01-21T22:49:00,0
tx_791,card_57,merchant_6,device_39,10.0.0.76,24.71,2025-01-07T02:43:00,0
tx_792,card_62,merchant_45,device_17,10.0.0.92,125.38,2025-01-09T14:50:00,0
tx_793,card_65,merchant_1,device_4,10.0.0.84,54.28,2025-01-05T06:22:00,0
tx_794,card_31,merchant_39,device_2,10.0.0.82,289.71,2025-01-18T18:04:00,0
tx_795,card_47,merchant_26,device_40,10.0.0.29,84.34,2025-01-08T16:03:00,0
tx_796,card_6,merchant_49,device_17,10.0.0.97,43.22,2025-01-06T16:02:00,0
tx_797,card_12,merchant_36,device_52,10.0.0.33,7.37,2025-01-17T20:33:00,0
tx_798,card_49,merchant_20,device_18,10.0.0.31,45.3,2025-01-16T12:03:00,0
tx_799,card_61,merchant_38,device_32,10.0.0.13,10.3,2025-01-05T18:58:00,1
tx_800,card_68,merchant_38,device_46,10.0.0.43,17.53,2025-01-22T00:29:00,1
tx_801,card_58,merchant_16,device_1,10.0.0.12,32.19,2025-01-29T19:09:00,0
tx_802,card_61,merchant_39,device_1,10.0.0.0,17.52,2025-01-09T21:23:00,0
tx_803,card_65,merchant_7,device_36,10.0.0.2,24.1,2025-01-11T17:15:00,0
tx_804,card_21,merchant_4,device_30,10.0.0.82,26.47,2025-01-03T05:13:00,0
tx_805,card_10,merchant_7,device_49,10.0.0.0,48.73,2025-01-23T03:54:00,0
tx_806,card_58,merchant_26,device_39,10.0.0.44,123.45,2025-01-27T20:08:00,0
tx_807,card_13,merchant_30,device_31,10.0.0.17,97.64,2025-01-06T08:20:00,0
tx_808,card_50,merchant_5,device_2,10.0.0.10,66.15,2025-01-05T07:15:00,0
tx_809,card_58,merchant_20,device_17,10.0.0.76,13.06,2025-01-24T14:11:00,1
tx_810,card_16,merchant_2,device_7,10.0.0.92,16.8,2025-01-07T06:54:00,0
tx_811,card_59,merchant_34,device_18,10.0.0.33,21.09,2025-01-27T12:21:00,1
tx_812,card_50,merchant_37,device_30,10.0.0.31,20.39,2025-01-14T19:33:00,0
tx_813,card_68,merchant_45,device_57,10.0.0.31,19.36,2025-01-10T04:30:00,0
tx_814,card_48,merchant_5,device_27,10.0.0.62,24.01,2025-01-15T07:08:00,0
tx_815,card_32,merchant_7,device_35,10.0.0.45,87.29,2025-01-04T00:49:00,0
tx_816,card_58,merchant_33,device_53,10.0.0.43,11.07,2025-01-06T18:46:00,1
tx_817,card_68,merchant_34,device_46,10.0.0.44,68.24,2025-01-09T10:49:00,1
tx_818,card_38,merchant_42,device_48,10.0.0.51,30.07,2025-01-14T14:21:00,0
tx_819,card_23,merchant_23,device_22,10.0.0.74,51.63,2025-01-01T00:45:00,0
tx_820,card_3,merchant_27,device_34,10.0.0.29,46.0,2025-01-05T00:45:00,0
tx_821,card_36,merchant_48,device_3,10.0.0.33,29.13,2025-01-11T12:09:00,0
tx_822,card_44,merchant_16,device_20,10.0.0.67,148.59,2025-01-19T20:44:00,0
tx_823,card_58,merchant_43,device_46,10.0.0.44,19.84,2025-01-18T01:27:00,1
tx_824,card_34,merchant_46,device_17,10.0.0.40,28.87,2025-01-04T05:18:00,1
tx_825,card_78,merchant_11,device_51,10.0.0.72,26.06,2025-01-23T13:32:00,0
tx_826,card_59,merchant_35,device_26,10.0.0.95,8.17,2025-01-29T05:38:00,0
tx_827,card_49,merchant_30,device_47,10.0.0.27,27.17,2025-01-18T12:55:00,0
tx_828,card_2,merchant_20,device_10,10.0.0.57,57.24,2025-01-09T16:31:00,0
tx_829,card_71,merchant_26,device_32,10.0.0.42,16.17,2025-01-17T16:43:00,0
tx_830,card_48,merchant_2,device_27,10.0.0.71,30.31,2025-01-27T03:29:00,0
tx_831,card_18,merchant_4,device_50,10.0.0.97,18.07,2025-01-19T04:01:00,0
tx_832,card_13,merchant_30,device_55,10.0.0.1,38.35,2025-01-03T10:31:00,0
tx_833,card_4,merchant_11,device_25,10.0.0.72,13.96,2025-01-06T09:26:00,0
tx_834,card_41,merchant_13,device_6,10.0.0.71,33.78,2025-01-04T17:39:00,0
tx_835,card_63,merchant_2,device_22,10.0.0.26,19.41,2025-01-19T16:21:00,0
tx_836,card_22,merchant_9,device_59,10.0.0.88,15.01,2025-01-12T01:03:00,0
tx_837,card_77,merchant_34,device_52,10.0.0.12,41.21,2025-01-16T16:52:00,0
tx_838,card_1,merchant_6,device_7,10.0.0.4,33.67,2025-01-07T07:09:00,0
tx_839,card_55,merchant_41,device_58,10.0.0.61,12.83,2025-01-07T20:42:00,0
tx_840,card_41,merchant_29,device_9,10.0.0.98,99.49,2025-01-18T08:12:00,0
tx_841,card_69,merchant_8,device_44,10.0.0.58,44.36,2025-01-20T06:31:00,1
tx_842,card_15,merchant_5,device_53,10.0.0.25,11.7,2025-01-17T08:51:00,0
tx_843,card_0,merchant_14,device_10,10.0.0.12,17.44,2025-01-11T09:06:00,0
tx_844,card_34,merchant_46,device_16,10.0.0.97,23.56,2025-01-14T09:49:00,1
tx_845,card_44,merchant_13,device_3,10.0.0.97,16.58,2025-01-20T05:15:00,0
tx_846,card_68,merchant_38,device_53,10.0.0.22,33.47,2025-01-10T21:40:00,1
tx_847,card_34,merchant_43,device_46,10.0.0.22,57.64,2025-01-13T09:11:00,1
tx_848,card_72,merchant_7,device_16,10.0.0.59,23.73,2025-01-27T14:12:00,0
tx_849,card_72,merchant_30,device_57,10.0.0.66,12.39,2025-01-01T21:35:00,0
tx_850,card_51,merchant_15,device_53,10.0.0.36,18.58,2025-01-21T09:38:00,0
tx_851,card_3,merchant_48,device_13,10.0.0.3,30.63,2025-01-06T20:34:00,0
tx_852,card_6,merchant_11,device_8,10.0.0.74,70.82,2025-01-15T19:06:00,0
tx_853,card_27,merchant_37,device_20,10.0.0.93,114.75,2025-01-26T02:14:00,0
tx_854,card_49,merchant_41,device_44,10.0.0.81,40.95,2025-01-25T00:56:00,0
tx_855,card_46,merchant_7,device_21,10.0.0.67,101.99,2025-01-17T11:15:00,1
tx_856,card_14,merchant_23,device_7,10.0.0.86,30.91,2025-01-30T03:23:00,0
tx_857,card_65,merchant_49,device_27,10.0.0.75,7.65,2025-01-25T14:23:00,0
tx_858,card_8,merchant_31,device_39,10.0.0.51,24.9,2025-01-27T17:24:00,0
tx_859,card_33,merchant_34,device_45,10.0.0.73,43.21,2025-01-17T22:20:00,0
tx_860,card_29,merchant_3,device_20,10.0.0.75,21.0,2025-01-16T05:38:00,0
tx_861,card_57,merchant_30,device_47,10.0.0.24,22.97,2025-01-10T00:10:00,0
tx_862,card_24,merchant_42,device_28,10.0.0.72,45.63,2025-01-15T04:59:00,0
tx_863,card_11,merchant_9,device_27,10.0.0.24,139.88,2025-01-11T00:45:00,1
tx_864,card_52,merchant_11,device_5,10.0.0.90,45.57,2025-01-27T05:16:00,0
tx_865,card_75,merchant_16,device_36,10.0.0.27,33.67,2025-01-22T02:58:00,0
tx_866,card_6,merchant_46,device_16,10.0.0.97,25.31,2025-01-29T19:59:00,1
tx_867,card_27,merchant_34,device_52,10.0.0.67,30.32,2025-01-15T02:32:00,1
tx_868,card_31,merchant_9,device_32,10.0.0.24,11.77,2025-01-15T01:28:00,1
tx_869,card_66,merchant_39,device_27,10.0.0.11,41.12,2025-01-03T07:15:00,1
tx_870,card_13,merchant_27,device_36,10.0.0.43,47.35,2025-01-06T07:00:00,0
tx_871,card_5,merchant_7,device_52,10.0.0.47,39.32,2025-01-15T18:35:00,1
tx_872,card_76,merchant_4,device_7,10.0.0.96,16.55,2025-01-16T21:09:00,0
tx_873,card_2,merchant_14,device_6,10.0.0.14,115.49,2025-01-26T05:21:00,0
tx_874,card_66,merchant_47,device_32,10.0.0.24,69.59,2025-01-14T22:42:00,1
tx_875,card_61,merchant_6,device_43,10.0.0.96,32.52,2025-01-19T18:46:00,0
tx_876,card_21,merchant_32,device_47,10.0.0.88,20.85,2025-01-24T07:34:00,0
tx_877,card_34,merchant_38,device_53,10.0.0.43,65.93,2025-01-17T20:16:00,0
tx_878,card_19,merchant_2,device_6,10.0.0.99,147.06,2025-01-07T20:17:00,0
tx_879,card_61,merchant_38,device_27,10.0.0.11,65.53,2025-01-24T23:15:00,1
tx_880,card_11,merchant_44,device_2,10.0.0.47,112.68,2025-01-08T22:13:00,0
tx_881,card_72,merchant_17,device_14,10.0.0.45,36.26,2025-01-07T07:49:00,0
tx_882,card_51,merchant_4,device_4,10.0.0.42,25.97,2025-01-21T01:00:00,1
tx_883,card_12,merchant_15,device_58,10.0.0.69,20.55,2025-01-11T10:49:00,0
tx_884,card_49,merchant_14,device_23,10.0.0.38,57.31,2025-01-02T09:41:00,0
tx_885,card_7,merchant_38,device_27,10.0.0.24,41.92,2025-01-05T19:23:00,1
tx_886,card_48,merchant_16,device_37,10.0.0.66,29.2,2025-01-17T00:57:00,0
tx_887,card_76,merchant_32,device_6,10.0.0.48,51.71,2025-01-21T15:14:00,0
tx_888,card_61,merchant_29,device_56,10.0.0.81,14.5,2025-01-03T04:09:00,0
tx_889,card_9,merchant_27,device_9,10.0.0.50,75.74,2025-01-02T19:53:00,0
tx_890,card_7,merchant_42,device_23,10.0.0.76,30.44,2025-01-17T05:13:00,1
tx_891,card_58,merchant_35,device_38,10.0.0.22,66.18,2025-01-16T12:04:00,0
tx_892,card_6,merchant_49,device_54,10.0.0.97,119.39,2025-01-18T00:59:00,1
tx_893,card_63,merchant_10,device_54,10.0.0.65,68.77,2025-01-12T00:41:00,1
tx_894,card_70,merchant_8,device_17,10.0.0.73,31.06,2025-01-07T14:28:00,0
tx_895,card_65,merchant_49,device_46,10.0.0.52,99.75,2025-01-10T12:28:00,0
tx_896,card_21,merchant_35,device_25,10.0.0.15,34.55,2025-01-17T08:25:00,0
tx_897,card_50,merchant_13,device_3,10.0.0.76,41.11,2025-01-25T05:53:00,1
tx_898,card_63,merchant_49,device_48,10.0.0.97,15.33,2025-01-27T02:25:00,1
tx_899,card_57,merchant_2,device_4,10.0.0.47,25.26,2025-01-01T09:14:00,0
tx_900,card_52,merchant_17,device_53,10.0.0.6,35.58,2025-01-04T12:14:00,0
tx_901,card_47,merchant_6,device_32,10.0.0.24,8.36,2025-01-02T00:48:00,1
tx_902,card_60,merchant_6,device_45,10.0.0.11,8.45,2025-01-02T15:30:00,0
tx_903,card_43,merchant_19,device_8,10.0.0.53,71.46,2025-01-17T14:03:00,0
tx_904,card_70,merchant_48,device_14,10.0.0.97,70.45,2025-01-19T11:56:00,0
tx_905,card_6,merchant_23,device_15,10.0.0.20,26.05,2025-01-29T13:28:00,0
tx_906,card_24,merchant_38,device_45,10.0.0.13,11.23,2025-01-02T16:16:00,1
tx_907,card_78,merchant_33,device_53,10.0.0.22,44.6,2025-01-01T03:54:00,1
tx_908,card_24,merchant_36,device_17,10.0.0.26,57.14,2025-01-20T14:41:00,0
tx_909,card_50,merchant_34,device_46,10.0.0.44,34.54,2025-01-08T23:13:00,1
tx_910,card_48,merchant_19,device_46,10.0.0.73,43.89,2025-01-10T18:58:00,0
tx_911,card_15,merchant_17,device_56,10.0.0.28,49.07,2025-01-16T08:10:00,0
tx_912,card_78,merchant_43,device_53,10.0.0.9,63.13,2025-01-09T08:50:00,1
tx_913,card_71,merchant_31,device_36,10.0.0.73,11.76,2025-01-14T19:20:00,0
tx_914,card_44,merchant_19,device_47,10.0.0.42,38.19,2025-01-18T17:42:00,0
tx_915,card_28,merchant_49,device_25,10.0.0.2,43.85,2025-01-02T02:25:00,0
tx_916,card_34,merchant_35,device_46,10.0.0.44,51.6,2025-01-08T21:01:00,1
tx_917,card_50,merchant_20,device_3,10.0.0.97,22.63,2025-01-02T07:47:00,0
tx_918,card_77,merchant_49,device_3,10.0.0.50,47.05,2025-01-09T15:43:00,0
tx_919,card_11,merchant_19,device_23,10.0.0.7,33.41,2025-01-09T16:43:00,0
tx_920,card_27,merchant_19,device_37,10.0.0.59,47.03,2025-01-11T09:48:00,0
tx_921,card_53,merchant_38,device_27,10.0.0.11,36.71,2025-01-17T23:45:00,1
tx_922,card_24,merchant_38,device_45,10.0.0.13,16.97,2025-01-29T18:35:00,1
