device_id,device_type,os_type,browser,first_seen,last_seen,transaction_count,is_suspicious
device_001000,Desktop,Android,Edge,2024-10-02,2025-09-17,5,False
device_001001,Desktop,Android,Chrome,2025-09-05,2025-09-18,13,False
device_001002,Mobile,iOS,Chrome,2025-08-03,2025-09-17,4,False
device_001003,ATM,Windows,Chrome,2025-09-21,2025-09-23,7,False
device_001004,Mobile,iOS,Edge,2024-12-02,2025-09-20,8,False
device_001005,Tablet,MacOS,Other,2025-06-05,2025-09-23,11,False
device_001006,Mobile,Linux,Safari,2025-04-08,2025-09-17,6,False
device_001007,Desktop,Linux,Edge,2024-11-15,2025-09-19,14,False
device_001008,Desktop,Android,Edge,2025-09-07,2025-09-22,5,True
device_001009,Mobile,Windows,Edge,2025-08-03,2025-09-23,6,False
device_001010,Mobile,Windows,Chrome,2025-09-12,2025-09-21,11,False
device_001011,Desktop,Android,Firefox,2025-06-18,2025-09-20,15,False
device_001012,Desktop,Android,Firefox,2024-10-05,2025-09-23,6,False
device_001013,Tablet,iOS,Edge,2024-12-13,2025-09-23,9,False
device_001014,Tablet,iOS,Firefox,2025-04-20,2025-09-21,10,False
device_001015,Desktop,Windows,Firefox,2025-04-09,2025-09-22,13,False
device_001016,ATM,Windows,Chrome,2024-10-29,2025-09-18,11,False
device_001017,Mobile,iOS,Edge,2025-06-01,2025-09-20,10,False
device_001018,ATM,MacOS,Other,2024-10-23,2025-09-17,14,False
device_001019,Mobile,iOS,Edge,2025-07-29,2025-09-20,13,False
device_001020,Desktop,iOS,Safari,2025-08-04,2025-09-18,11,False
device_001021,Tablet,Linux,Safari,2024-11-01,2025-09-20,11,False
device_001022,ATM,iOS,Chrome,2025-04-30,2025-09-20,9,False
device_001023,Mobile,iOS,Edge,2025-05-21,2025-09-17,11,False
device_001024,Desktop,Android,Safari,2025-08-30,2025-09-17,4,False
device_001025,Tablet,MacOS,Edge,2024-12-07,2025-09-22,15,False
device_001026,Mobile,Android,Other,2025-01-30,2025-09-21,9,False
device_001027,Mobile,Windows,Firefox,2024-10-27,2025-09-18,4,False
device_001028,POS,Linux,Safari,2024-11-15,2025-09-18,11,False
device_001029,Desktop,Linux,Edge,2025-08-19,2025-09-21,13,False
device_001030,Mobile,Linux,Chrome,2025-07-24,2025-09-20,9,False
device_001031,Mobile,iOS,Edge,2025-03-26,2025-09-19,9,False
device_001032,ATM,MacOS,Chrome,2025-03-22,2025-09-23,8,False
device_001033,Mobile,MacOS,Chrome,2024-10-30,2025-09-23,12,False
device_001034,Mobile,MacOS,Safari,2025-07-25,2025-09-20,7,False
device_001035,ATM,MacOS,Other,2025-06-13,2025-09-22,7,False
device_001036,ATM,Android,Edge,2024-10-25,2025-09-19,9,False
device_001037,Tablet,Windows,Safari,2024-11-29,2025-09-20,13,False
device_001038,POS,iOS,Other,2025-03-29,2025-09-21,10,False
device_001039,ATM,MacOS,Other,2024-09-29,2025-09-20,8,False
device_001040,POS,Windows,Chrome,2025-04-16,2025-09-20,9,False
device_001041,POS,Linux,Safari,2024-11-15,2025-09-23,9,True
device_001042,Tablet,iOS,Firefox,2025-07-25,2025-09-18,6,False
device_001043,ATM,MacOS,Safari,2025-01-08,2025-09-18,7,False
device_001044,Tablet,MacOS,Chrome,2025-03-31,2025-09-18,11,False
device_001045,Desktop,MacOS,Edge,2025-05-19,2025-09-21,10,False
device_001046,ATM,MacOS,Firefox,2025-05-02,2025-09-20,10,False
device_001047,POS,iOS,Chrome,2024-10-02,2025-09-18,10,False
device_001048,Mobile,Android,Firefox,2025-02-15,2025-09-19,12,False
device_001049,ATM,Android,Firefox,2024-10-27,2025-09-19,10,False
device_001050,Desktop,Android,Safari,2025-03-04,2025-09-19,8,False
device_001051,Mobile,Linux,Safari,2024-12-07,2025-09-18,9,False
device_001052,POS,MacOS,Other,2025-01-04,2025-09-19,14,False
device_001053,Mobile,Linux,Safari,2025-08-15,2025-09-21,13,False
device_001054,Mobile,Android,Firefox,2025-05-19,2025-09-20,8,False
device_001055,POS,iOS,Firefox,2024-11-06,2025-09-21,15,False
device_001056,ATM,Linux,Chrome,2025-05-05,2025-09-18,12,False
device_001057,POS,Windows,Edge,2025-08-16,2025-09-21,11,False
device_001058,POS,Linux,Chrome,2024-12-25,2025-09-18,13,False
device_001059,ATM,MacOS,Edge,2024-11-27,2025-09-18,10,False
device_001060,Desktop,iOS,Firefox,2024-09-26,2025-09-19,10,False
device_001061,Desktop,MacOS,Chrome,2024-11-09,2025-09-23,13,False
device_001062,POS,Windows,Edge,2024-12-30,2025-09-23,10,False
device_001063,Desktop,iOS,Chrome,2025-07-06,2025-09-21,10,False
device_001064,POS,Windows,Other,2025-07-24,2025-09-23,8,False
device_001065,Tablet,iOS,Safari,2025-08-28,2025-09-22,11,False
device_001066,ATM,Android,Other,2025-05-31,2025-09-20,12,True
device_001067,POS,Windows,Other,2025-09-21,2025-09-21,10,False
device_001068,Tablet,Windows,Other,2025-06-26,2025-09-22,12,False
device_001069,ATM,MacOS,Other,2025-01-11,2025-09-18,5,False
device_001070,Mobile,Android,Edge,2024-11-07,2025-09-22,12,False
device_001071,Mobile,MacOS,Firefox,2024-10-21,2025-09-18,12,False
device_001072,Tablet,MacOS,Safari,2025-07-26,2025-09-20,6,False
device_001073,Desktop,Linux,Chrome,2025-02-13,2025-09-23,12,False
device_001074,POS,Windows,Chrome,2025-02-13,2025-09-21,9,False
device_001075,Mobile,MacOS,Firefox,2024-10-03,2025-09-19,7,False
device_001076,Mobile,Linux,Other,2025-07-13,2025-09-22,11,False
device_001077,POS,Linux,Edge,2025-02-07,2025-09-20,8,False
device_001078,POS,Windows,Safari,2025-09-01,2025-09-22,9,False
device_001079,Tablet,Windows,Firefox,2024-11-01,2025-09-22,12,False
device_001080,POS,Windows,Edge,2024-11-01,2025-09-20,5,False
device_001081,Tablet,Windows,Firefox,2025-02-24,2025-09-21,8,False
device_001082,POS,Windows,Chrome,2025-02-09,2025-09-17,7,False
device_001083,POS,iOS,Edge,2024-10-10,2025-09-17,17,False
device_001084,Desktop,Linux,Safari,2025-04-11,2025-09-23,10,True
device_001085,Desktop,Windows,Edge,2025-03-25,2025-09-22,7,False
device_001086,Mobile,Windows,Other,2025-02-20,2025-09-18,6,False
device_001087,Desktop,Windows,Edge,2025-09-10,2025-09-23,7,False
device_001088,Mobile,Linux,Chrome,2025-05-31,2025-09-19,7,False
device_001089,Desktop,MacOS,Chrome,2024-12-18,2025-09-19,13,False
device_001090,Desktop,Linux,Firefox,2025-01-07,2025-09-22,14,False
device_001091,Mobile,Android,Firefox,2025-08-04,2025-09-20,8,False
device_001092,ATM,Windows,Safari,2025-09-14,2025-09-21,8,False
device_001093,POS,iOS,Safari,2025-04-05,2025-09-23,6,False
device_001094,Mobile,Android,Firefox,2024-09-24,2025-09-23,12,False
device_001095,ATM,Windows,Edge,2024-11-23,2025-09-23,12,False
device_001096,ATM,Linux,Firefox,2024-11-13,2025-09-22,8,False
device_001097,POS,Linux,Safari,2024-12-05,2025-09-19,9,False
device_001098,Mobile,MacOS,Firefox,2025-08-26,2025-09-19,11,False
device_001099,Desktop,Linux,Other,2025-05-17,2025-09-18,11,False
device_001100,ATM,iOS,Chrome,2025-05-23,2025-09-22,5,False
device_001101,Desktop,Android,Firefox,2024-10-19,2025-09-22,4,False
device_001102,Mobile,MacOS,Edge,2025-06-01,2025-09-17,11,False
device_001103,Mobile,Linux,Edge,2024-12-18,2025-09-17,10,False
device_001104,Mobile,Windows,Edge,2024-12-31,2025-09-21,8,False
device_001105,Desktop,Windows,Safari,2025-03-30,2025-09-20,3,False
device_001106,Desktop,Linux,Other,2025-06-30,2025-09-22,11,False
device_001107,Tablet,Android,Chrome,2025-02-11,2025-09-22,9,False
device_001108,ATM,Android,Firefox,2025-09-20,2025-09-21,12,False
device_001109,Desktop,Windows,Firefox,2024-10-10,2025-09-21,14,False
device_001110,POS,Windows,Firefox,2025-05-01,2025-09-22,12,False
device_001111,ATM,iOS,Edge,2025-06-10,2025-09-18,12,False
device_001112,Tablet,Windows,Edge,2025-04-24,2025-09-20,10,False
device_001113,Desktop,MacOS,Safari,2025-03-22,2025-09-19,9,False
device_001114,Tablet,Linux,Chrome,2025-04-28,2025-09-22,13,False
device_001115,Mobile,iOS,Other,2025-04-20,2025-09-20,12,False
device_001116,Tablet,Windows,Other,2025-08-07,2025-09-19,14,False
device_001117,Desktop,Windows,Firefox,2024-12-28,2025-09-17,11,False
device_001118,ATM,iOS,Other,2025-04-26,2025-09-21,19,False
device_001119,Tablet,Windows,Other,2025-07-09,2025-09-22,10,False
device_001120,Mobile,Linux,Safari,2024-11-25,2025-09-20,10,False
device_001121,Desktop,MacOS,Chrome,2025-04-09,2025-09-22,17,False
device_001122,Tablet,iOS,Other,2025-06-21,2025-09-20,8,False
device_001123,ATM,MacOS,Safari,2024-11-10,2025-09-18,8,False
device_001124,Tablet,Linux,Safari,2025-05-09,2025-09-17,10,False
device_001125,Tablet,Android,Safari,2024-12-31,2025-09-19,9,False
device_001126,ATM,Linux,Chrome,2024-11-27,2025-09-19,10,False
device_001127,ATM,Linux,Chrome,2025-05-14,2025-09-19,8,False
device_001128,ATM,MacOS,Chrome,2024-10-21,2025-09-18,8,False
device_001129,POS,Linux,Chrome,2025-01-13,2025-09-19,14,False
device_001130,POS,Linux,Safari,2025-03-05,2025-09-17,9,False
device_001131,ATM,Windows,Chrome,2025-09-06,2025-09-18,15,False
device_001132,Mobile,iOS,Other,2025-07-04,2025-09-17,9,False
device_001133,ATM,Android,Other,2025-07-14,2025-09-22,14,False
device_001134,POS,iOS,Chrome,2024-12-26,2025-09-21,19,False
device_001135,Desktop,MacOS,Safari,2024-10-01,2025-09-23,11,True
device_001136,Mobile,MacOS,Edge,2025-07-13,2025-09-20,16,False
device_001137,ATM,Windows,Chrome,2024-11-13,2025-09-23,11,False
device_001138,Tablet,MacOS,Other,2024-11-03,2025-09-22,11,False
device_001139,POS,Windows,Edge,2025-08-04,2025-09-21,11,False
device_001140,POS,Windows,Edge,2025-06-13,2025-09-23,10,False
device_001141,Tablet,MacOS,Edge,2025-01-15,2025-09-19,10,False
device_001142,Mobile,MacOS,Edge,2025-06-14,2025-09-22,11,False
device_001143,ATM,MacOS,Chrome,2025-03-07,2025-09-18,9,False
device_001144,ATM,MacOS,Chrome,2025-09-16,2025-09-19,10,False
device_001145,Mobile,Android,Firefox,2025-04-06,2025-09-23,7,False
device_001146,POS,Windows,Other,2024-12-24,2025-09-22,9,False
device_001147,POS,iOS,Edge,2025-03-29,2025-09-20,15,False
device_001148,Mobile,Windows,Edge,2024-11-07,2025-09-23,14,False
device_001149,Desktop,iOS,Firefox,2024-12-16,2025-09-21,12,False
device_001150,ATM,MacOS,Other,2025-05-13,2025-09-20,12,False
device_001151,Desktop,MacOS,Chrome,2024-10-15,2025-09-22,11,False
device_001152,Mobile,Android,Firefox,2025-06-17,2025-09-19,6,False
device_001153,Desktop,Windows,Edge,2025-09-05,2025-09-23,5,False
device_001154,Desktop,Windows,Other,2025-01-30,2025-09-23,6,False
device_001155,ATM,iOS,Chrome,2025-09-06,2025-09-18,11,False
device_001156,Tablet,Windows,Firefox,2025-03-15,2025-09-18,17,False
device_001157,Desktop,Windows,Chrome,2025-02-17,2025-09-23,6,False
device_001158,ATM,Windows,Chrome,2025-02-07,2025-09-23,7,False
device_001159,Tablet,Windows,Edge,2025-07-30,2025-09-21,10,False
device_001160,POS,Android,Chrome,2024-10-18,2025-09-19,16,False
device_001161,ATM,Android,Firefox,2025-03-24,2025-09-17,10,False
device_001162,Desktop,Linux,Edge,2025-04-08,2025-09-18,8,False
device_001163,POS,MacOS,Chrome,2025-04-20,2025-09-21,9,False
device_001164,ATM,Android,Chrome,2025-08-04,2025-09-17,13,False
device_001165,ATM,Windows,Edge,2025-01-19,2025-09-17,10,True
device_001166,Tablet,iOS,Edge,2025-09-09,2025-09-22,9,False
device_001167,Tablet,Linux,Firefox,2025-03-13,2025-09-23,5,False
device_001168,ATM,Windows,Firefox,2025-05-15,2025-09-23,11,False
device_001169,Desktop,Linux,Firefox,2025-03-14,2025-09-19,12,False
device_001170,Desktop,Linux,Firefox,2025-03-03,2025-09-21,6,False
device_001171,Tablet,MacOS,Other,2025-06-27,2025-09-18,9,False
device_001172,Tablet,Linux,Edge,2025-09-22,2025-09-23,3,False
device_001173,POS,Linux,Other,2025-06-19,2025-09-19,7,False
device_001174,Desktop,Windows,Firefox,2024-11-15,2025-09-17,12,False
device_001175,Desktop,Windows,Safari,2024-11-03,2025-09-19,6,False
device_001176,Mobile,MacOS,Chrome,2024-11-03,2025-09-22,7,False
device_001177,Desktop,Android,Edge,2024-09-28,2025-09-23,5,False
device_001178,Tablet,Android,Firefox,2025-09-03,2025-09-21,7,False
device_001179,Mobile,MacOS,Safari,2025-08-31,2025-09-23,8,False
device_001180,ATM,Windows,Chrome,2025-03-08,2025-09-21,8,False
device_001181,POS,Windows,Firefox,2025-04-13,2025-09-23,13,False
device_001182,POS,MacOS,Firefox,2025-01-04,2025-09-23,12,False
device_001183,POS,Android,Firefox,2025-03-10,2025-09-21,11,False
device_001184,POS,Android,Chrome,2025-06-16,2025-09-19,11,False
device_001185,Mobile,Linux,Edge,2025-05-03,2025-09-18,13,False
device_001186,ATM,Windows,Safari,2025-07-07,2025-09-19,20,False
device_001187,POS,Windows,Firefox,2025-02-19,2025-09-22,15,False
device_001188,POS,Linux,Chrome,2025-08-09,2025-09-23,8,False
device_001189,Desktop,Linux,Firefox,2025-01-28,2025-09-22,11,False
device_001190,Tablet,Android,Other,2025-02-25,2025-09-17,13,False
device_001191,Desktop,MacOS,Other,2025-04-03,2025-09-18,11,False
device_001192,POS,Windows,Safari,2025-01-01,2025-09-20,12,False
device_001193,Mobile,Linux,Other,2025-07-15,2025-09-22,5,False
device_001194,Mobile,Android,Other,2025-03-22,2025-09-18,13,False
device_001195,Desktop,iOS,Chrome,2024-11-20,2025-09-18,11,False
device_001196,Tablet,Windows,Chrome,2025-05-10,2025-09-17,11,True
device_001197,Tablet,Windows,Firefox,2024-12-22,2025-09-22,13,False
device_001198,Mobile,Linux,Edge,2025-09-15,2025-09-18,10,False
device_001199,POS,Android,Chrome,2025-02-17,2025-09-19,8,False
device_001200,POS,Linux,Safari,2024-12-15,2025-09-17,9,False
device_001201,Desktop,iOS,Edge,2025-08-30,2025-09-20,7,False
device_001202,ATM,Android,Chrome,2024-10-30,2025-09-22,8,False
device_001203,Tablet,Android,Chrome,2024-11-10,2025-09-18,8,True
device_001204,Desktop,MacOS,Safari,2024-09-24,2025-09-19,9,False
device_001205,Tablet,Windows,Edge,2025-04-07,2025-09-18,7,False
device_001206,POS,MacOS,Firefox,2025-04-14,2025-09-21,14,False
device_001207,Tablet,MacOS,Chrome,2025-01-02,2025-09-19,14,True
device_001208,POS,Windows,Firefox,2025-09-18,2025-09-18,12,False
device_001209,Mobile,MacOS,Other,2025-05-07,2025-09-17,11,False
device_001210,Tablet,Windows,Edge,2025-06-11,2025-09-19,7,True
device_001211,ATM,iOS,Chrome,2024-10-08,2025-09-23,11,False
device_001212,ATM,MacOS,Chrome,2025-02-19,2025-09-21,8,False
device_001213,ATM,Android,Chrome,2025-06-26,2025-09-23,14,False
device_001214,Desktop,MacOS,Other,2025-09-08,2025-09-20,12,False
device_001215,Mobile,Android,Other,2025-01-22,2025-09-17,13,False
device_001216,POS,Linux,Other,2024-09-28,2025-09-20,10,False
device_001217,ATM,iOS,Firefox,2024-12-07,2025-09-20,7,False
device_001218,ATM,MacOS,Firefox,2025-03-06,2025-09-17,11,False
device_001219,Desktop,Windows,Safari,2024-12-17,2025-09-19,12,False
device_001220,Tablet,Linux,Chrome,2025-04-02,2025-09-22,8,False
device_001221,Desktop,Windows,Chrome,2025-09-09,2025-09-20,11,False
device_001222,POS,Windows,Chrome,2025-07-20,2025-09-20,9,False
device_001223,POS,Android,Chrome,2024-10-14,2025-09-18,5,False
device_001224,POS,MacOS,Other,2025-01-27,2025-09-23,14,False
device_001225,ATM,Android,Firefox,2025-08-18,2025-09-21,13,False
device_001226,Mobile,MacOS,Chrome,2025-03-31,2025-09-19,9,False
device_001227,Mobile,Android,Chrome,2024-10-27,2025-09-23,11,False
device_001228,Desktop,MacOS,Edge,2024-10-14,2025-09-21,15,False
device_001229,ATM,Android,Other,2025-07-20,2025-09-21,12,False
device_001230,Mobile,Windows,Safari,2025-02-26,2025-09-21,11,False
device_001231,Desktop,MacOS,Other,2025-05-28,2025-09-21,7,False
device_001232,Tablet,Windows,Edge,2025-08-25,2025-09-17,16,False
device_001233,Mobile,iOS,Safari,2024-11-24,2025-09-22,7,True
device_001234,Desktop,MacOS,Chrome,2025-01-22,2025-09-20,17,False
device_001235,ATM,Android,Other,2025-05-28,2025-09-20,11,False
device_001236,ATM,Linux,Chrome,2025-02-25,2025-09-22,10,False
device_001237,POS,Linux,Edge,2025-05-20,2025-09-21,6,False
device_001238,Tablet,Windows,Safari,2025-07-31,2025-09-23,12,False
device_001239,Desktop,MacOS,Safari,2025-07-23,2025-09-23,7,False
device_001240,ATM,iOS,Edge,2025-03-27,2025-09-21,7,False
device_001241,Mobile,Linux,Edge,2025-04-18,2025-09-19,7,False
device_001242,Desktop,Linux,Firefox,2025-01-09,2025-09-18,12,False
device_001243,POS,MacOS,Other,2025-03-29,2025-09-18,8,False
device_001244,ATM,MacOS,Edge,2025-05-17,2025-09-23,15,False
device_001245,Mobile,MacOS,Edge,2025-07-16,2025-09-20,10,False
device_001246,Desktop,MacOS,Edge,2025-02-22,2025-09-21,17,False
device_001247,Desktop,Android,Chrome,2025-04-06,2025-09-19,10,False
device_001248,Tablet,Android,Safari,2024-11-02,2025-09-17,12,False
device_001249,ATM,iOS,Other,2025-04-08,2025-09-20,7,False
device_001250,Mobile,Linux,Firefox,2024-12-12,2025-09-22,11,False
device_001251,Mobile,iOS,Chrome,2025-05-17,2025-09-20,12,False
device_001252,Mobile,iOS,Safari,2024-11-05,2025-09-22,11,False
device_001253,POS,MacOS,Other,2025-04-15,2025-09-22,6,False
device_001254,ATM,iOS,Chrome,2025-07-05,2025-09-17,9,False
device_001255,ATM,iOS,Safari,2025-01-25,2025-09-20,11,False
device_001256,POS,Linux,Firefox,2025-09-21,2025-09-17,10,False
device_001257,Desktop,iOS,Firefox,2025-05-06,2025-09-20,9,False
device_001258,Tablet,Linux,Edge,2025-06-29,2025-09-20,10,False
device_001259,POS,MacOS,Safari,2025-05-10,2025-09-21,9,False
device_001260,POS,Linux,Edge,2025-05-01,2025-09-21,8,False
device_001261,POS,Linux,Chrome,2025-08-16,2025-09-23,7,False
device_001262,Tablet,iOS,Other,2025-07-10,2025-09-22,14,False
device_001263,Mobile,MacOS,Safari,2025-04-25,2025-09-19,10,False
device_001264,ATM,MacOS,Chrome,2025-04-21,2025-09-21,12,False
device_001265,Tablet,Android,Edge,2024-10-14,2025-09-23,11,False
device_001266,Desktop,Linux,Firefox,2025-08-15,2025-09-19,9,False
device_001267,POS,Windows,Other,2025-04-04,2025-09-19,11,False
device_001268,POS,MacOS,Safari,2025-02-04,2025-09-17,6,False
device_001269,Tablet,iOS,Firefox,2025-07-01,2025-09-17,6,False
device_001270,ATM,MacOS,Chrome,2024-12-29,2025-09-22,6,False
device_001271,Mobile,Android,Safari,2025-03-31,2025-09-19,11,False
device_001272,POS,MacOS,Chrome,2025-05-31,2025-09-18,4,False
device_001273,Tablet,iOS,Chrome,2025-08-24,2025-09-23,10,False
device_001274,POS,MacOS,Chrome,2025-03-02,2025-09-17,9,False
device_001275,ATM,Linux,Edge,2025-06-04,2025-09-23,6,False
device_001276,POS,MacOS,Chrome,2025-05-24,2025-09-19,7,False
device_001277,Tablet,MacOS,Other,2025-03-15,2025-09-22,8,False
device_001278,Tablet,Android,Chrome,2025-08-22,2025-09-22,13,True
device_001279,Mobile,Windows,Edge,2025-06-25,2025-09-21,8,False
device_001280,Mobile,Linux,Firefox,2025-05-21,2025-09-23,8,False
device_001281,Mobile,Linux,Safari,2025-08-03,2025-09-20,13,False
device_001282,ATM,Android,Edge,2025-08-13,2025-09-21,12,False
device_001283,POS,MacOS,Chrome,2025-04-03,2025-09-18,5,True
device_001284,Tablet,MacOS,Firefox,2025-08-29,2025-09-23,11,False
device_001285,POS,Windows,Other,2025-06-26,2025-09-21,11,False
device_001286,POS,Windows,Firefox,2025-01-14,2025-09-21,11,False
device_001287,Mobile,Android,Firefox,2025-09-16,2025-09-17,15,False
device_001288,Mobile,Android,Edge,2024-09-29,2025-09-17,8,False
device_001289,Tablet,Linux,Edge,2024-10-05,2025-09-20,6,False
device_001290,Desktop,MacOS,Other,2025-05-14,2025-09-17,15,False
device_001291,Mobile,Android,Other,2025-04-13,2025-09-18,14,False
device_001292,Mobile,Android,Other,2024-10-02,2025-09-21,8,False
device_001293,POS,Linux,Firefox,2025-06-16,2025-09-19,14,False
device_001294,Desktop,iOS,Firefox,2024-11-05,2025-09-22,13,False
device_001295,Tablet,Linux,Chrome,2024-12-16,2025-09-19,14,False
device_001296,ATM,Android,Chrome,2025-05-16,2025-09-18,10,False
device_001297,Tablet,Linux,Firefox,2024-10-30,2025-09-23,3,False
device_001298,Tablet,MacOS,Edge,2024-12-23,2025-09-18,4,True
device_001299,ATM,Windows,Chrome,2024-10-12,2025-09-22,10,False
device_001300,Desktop,iOS,Chrome,2025-02-08,2025-09-23,10,True
device_001301,Tablet,Android,Chrome,2025-08-16,2025-09-20,9,False
device_001302,POS,Android,Safari,2025-03-06,2025-09-18,7,False
device_001303,Desktop,MacOS,Other,2025-05-15,2025-09-22,9,False
device_001304,Tablet,Linux,Edge,2025-08-21,2025-09-21,7,False
device_001305,Mobile,Linux,Safari,2025-05-10,2025-09-20,11,False
device_001306,Tablet,MacOS,Edge,2025-08-13,2025-09-22,9,False
device_001307,Tablet,Android,Other,2025-06-21,2025-09-18,8,False
device_001308,POS,Android,Other,2025-02-20,2025-09-18,10,False
device_001309,POS,Android,Edge,2025-03-19,2025-09-22,11,False
device_001310,Desktop,Linux,Edge,2025-01-04,2025-09-17,11,False
device_001311,ATM,iOS,Edge,2025-01-19,2025-09-20,8,False
device_001312,ATM,MacOS,Other,2025-01-27,2025-09-22,9,False
device_001313,Tablet,Windows,Firefox,2025-04-23,2025-09-20,10,False
device_001314,POS,Android,Firefox,2025-07-16,2025-09-23,8,False
device_001315,Desktop,MacOS,Other,2025-03-25,2025-09-19,11,False
device_001316,Mobile,Windows,Firefox,2024-12-18,2025-09-18,10,False
device_001317,Mobile,iOS,Safari,2024-12-05,2025-09-19,8,False
device_001318,Mobile,Android,Safari,2024-11-24,2025-09-19,8,False
device_001319,Mobile,Android,Edge,2025-07-29,2025-09-19,9,False
device_001320,ATM,iOS,Firefox,2025-06-08,2025-09-19,12,False
device_001321,POS,Linux,Firefox,2025-08-22,2025-09-17,10,False
device_001322,Desktop,iOS,Edge,2025-09-03,2025-09-18,6,False
device_001323,POS,Linux,Edge,2025-03-10,2025-09-17,15,False
device_001324,ATM,Linux,Safari,2025-05-02,2025-09-23,9,False
device_001325,ATM,Android,Other,2024-11-04,2025-09-23,8,False
device_001326,POS,Windows,Edge,2025-05-18,2025-09-17,7,False
device_001327,POS,Windows,Safari,2024-12-07,2025-09-20,11,False
device_001328,POS,Android,Other,2025-05-09,2025-09-21,9,False
device_001329,POS,Windows,Chrome,2025-08-24,2025-09-19,13,False
device_001330,Mobile,iOS,Edge,2024-12-30,2025-09-23,7,False
device_001331,Mobile,Linux,Other,2025-02-20,2025-09-22,9,False
device_001332,ATM,iOS,Chrome,2025-02-13,2025-09-17,4,False
device_001333,POS,Windows,Edge,2025-05-26,2025-09-19,9,False
device_001334,Tablet,Windows,Chrome,2025-02-03,2025-09-18,8,False
device_001335,ATM,iOS,Edge,2024-12-26,2025-09-20,8,False
device_001336,Desktop,iOS,Other,2024-10-16,2025-09-21,12,False
device_001337,Mobile,Windows,Other,2025-02-15,2025-09-18,7,False
device_001338,Tablet,MacOS,Other,2025-03-23,2025-09-19,9,False
device_001339,Mobile,Linux,Edge,2025-02-21,2025-09-20,7,False
device_001340,Desktop,Linux,Firefox,2024-12-15,2025-09-21,5,False
device_001341,Desktop,Linux,Edge,2024-12-27,2025-09-17,8,False
device_001342,ATM,Android,Edge,2025-09-08,2025-09-17,7,False
device_001343,Tablet,Android,Edge,2025-04-18,2025-09-23,14,False
device_001344,Mobile,Linux,Safari,2025-03-11,2025-09-18,11,False
device_001345,Tablet,Windows,Chrome,2025-01-03,2025-09-19,14,True
device_001346,Tablet,Windows,Edge,2025-02-12,2025-09-20,9,False
device_001347,Tablet,MacOS,Other,2025-02-23,2025-09-23,6,False
device_001348,Desktop,Android,Safari,2025-01-06,2025-09-18,8,False
device_001349,Mobile,Windows,Firefox,2025-02-12,2025-09-23,11,False
device_001350,ATM,Linux,Other,2025-05-13,2025-09-21,8,False
device_001351,ATM,Android,Firefox,2025-04-02,2025-09-22,10,False
device_001352,ATM,MacOS,Firefox,2025-03-22,2025-09-22,7,False
device_001353,ATM,MacOS,Other,2025-04-04,2025-09-20,13,False
device_001354,Mobile,Windows,Safari,2025-09-11,2025-09-21,9,False
device_001355,ATM,MacOS,Chrome,2025-05-03,2025-09-22,7,False
device_001356,POS,Linux,Chrome,2025-02-08,2025-09-20,10,False
device_001357,POS,Linux,Firefox,2025-05-05,2025-09-23,9,False
device_001358,Mobile,MacOS,Chrome,2025-01-06,2025-09-18,9,False
device_001359,Desktop,Linux,Other,2024-10-30,2025-09-22,13,False
device_001360,Desktop,Linux,Other,2025-01-29,2025-09-21,12,True
device_001361,ATM,Windows,Other,2024-11-14,2025-09-23,10,False
device_001362,Desktop,Windows,Other,2024-12-13,2025-09-21,8,False
device_001363,ATM,MacOS,Safari,2025-06-29,2025-09-18,6,False
device_001364,POS,iOS,Safari,2025-06-15,2025-09-20,7,True
device_001365,POS,Linux,Other,2025-05-29,2025-09-18,8,False
device_001366,POS,iOS,Safari,2025-03-01,2025-09-18,12,False
device_001367,Desktop,iOS,Firefox,2025-01-18,2025-09-20,11,False
device_001368,POS,Linux,Safari,2025-08-11,2025-09-22,6,False
device_001369,POS,Linux,Other,2025-08-04,2025-09-18,7,False
device_001370,Desktop,Windows,Other,2025-04-03,2025-09-23,10,False
device_001371,ATM,Linux,Firefox,2025-08-09,2025-09-17,9,False
device_001372,POS,iOS,Other,2025-04-17,2025-09-20,6,True
device_001373,ATM,Linux,Edge,2025-07-07,2025-09-22,11,False
device_001374,ATM,Windows,Chrome,2024-11-19,2025-09-18,8,False
device_001375,Tablet,Windows,Firefox,2024-10-02,2025-09-18,11,False
device_001376,ATM,Android,Chrome,2025-02-12,2025-09-17,12,False
device_001377,Tablet,MacOS,Edge,2025-08-09,2025-09-23,14,False
device_001378,POS,Android,Chrome,2025-02-27,2025-09-21,9,False
device_001379,POS,MacOS,Chrome,2025-03-16,2025-09-18,5,False
device_001380,Desktop,Android,Safari,2024-10-04,2025-09-18,11,False
device_001381,ATM,MacOS,Safari,2025-01-17,2025-09-18,12,False
device_001382,ATM,MacOS,Firefox,2025-05-24,2025-09-18,9,False
device_001383,ATM,Linux,Chrome,2025-01-22,2025-09-23,16,False
device_001384,POS,MacOS,Safari,2025-01-04,2025-09-23,11,False
device_001385,Tablet,MacOS,Safari,2024-12-02,2025-09-23,7,False
device_001386,Desktop,Android,Other,2025-04-29,2025-09-22,11,True
device_001387,ATM,Android,Safari,2025-02-25,2025-09-19,13,False
device_001388,Tablet,MacOS,Firefox,2025-09-21,2025-09-19,8,False
device_001389,POS,MacOS,Safari,2025-09-09,2025-09-17,15,False
device_001390,Mobile,iOS,Other,2025-06-04,2025-09-23,5,False
